;Name;Genre;City;Status
4438;Morbidus;Thrash Metal;Porto Alegre, Rio Grande do Sul;Split-up
4439;Morbital Disaster;Thrash/Death Metal;Recife, Pernambuco;Split-up
4440;Morbus;Black Metal;;Unknown
4441;Morbus Inferno;Thrash Metal;Florianópolis, Santa Catarina;Split-up
4442;Morbus Sacer;Black/Death Metal;São Gonçalo, Rio de Janeiro;On hold
4443;Morbydia;Gothic/Doom Metal;Teresina, Piauí;Split-up
4444;Mörbyus;Black/Speed/Doom Metal;Sorocaba, São Paulo;Active
4445;Morcegos;Death Metal;Maceió, Alagoas;Active
4446;Morcrof;Black/Doom Metal;São Paulo, São Paulo;Active
4447;Mordaz;Death Metal;Fortaleza, Ceará;Active
4448;Mordazse;Thrash Metal;Recife, Pernambuco;Active
4449;Mordeth;Progressive Death Metal;Rio Claro, São Paulo;Active
4450;Mordor;Raw Black Metal;Téofilo Otoni, Minas Gerais;Split-up
4451;Mordor Macula;Doom/Death Metal;Diadema, São Paulo;Active
4452;Mordor Truckers;Stoner/Doom Metal/Rock;Jaraguá do Sul, Santa Catarina;Active
4453;Mordorath;Black Metal;Rio de Janeiro;Active
4454;Mordrean;Black Metal;"Curitiba, Paraná (early); Germany, Berlin (later)";Active
4455;More Beer;Thrash Metal/Crossover;São Paulo, São Paulo;Split-up
4456;Morebeerdeath;Thrash Metal;Boituva, São Paulo;Active
4457;Moreover;Thrash Metal;;Split-up
4458;Moretools;Death/Thrash Metal/Grindcore;Brasília, Distrito Federal;Active
4459;Morfetic;Death Metal;Minas Gerais;Split-up
4460;Morfeus;Thrash Metal;Belém, Pará;Active
4461;Morfolk;Death Metal;São José dos Campos, São Paulo;Active
4462;Morgan;Thrash Metal;Curitiba, Paraná;Active
4463;Morgen Feuer;Pagan Black Metal;Criciúma, Santa Catarina;Unknown
4464;Morgenstern;Doom/Gothic Metal;Poços de Caldas, Minas Gerais;Unknown
4465;Morgoth;Black Metal;Osasco, São Paulo;Changed name
4466;Morgue;Thrash Metal;Recife, Pernambuco;Changed name
4467;Morguer;Doom/Black Metal;Rio Negro, Paraná;Active
4468;Moriah;Doom/Death Metal;Conselheiro Lafaiete, Minas Gerais;Active
4469;Moriendi;Doom/Death Metal;Jundiaí, São Paulo;Active
4470;Mork;Symphonic Black/Death Metal;Brasilia, Distrito Federal;Split-up
4471;Mørk Visdom;Black Metal;São Paulo, São Paulo;Active
4472;Mørkalv;Black/Death Metal;Campo Grande, Mato Grosso do Sul;Active
4473;Mørkt;Atmospheric/Symphonic Black Metal;"Belo Horizonte, Minas Gerais (early); Pedro Leopoldo/Belo Horizonte, Minas Gerais (later)";Active
4474;Morning Storm;Stoner Metal;Blumenau, Santa Catarina;Active
4475;Morphayne;Thrash/Groove Metal;Juiz de Fora, Minas Gerais;Split-up
4476;Morpherus;Black Metal;São Bernardo do Campo, São Paulo;Split-up
4477;Morpheus' Dreams;Symphonic/Progressive Metal;São Paulo, São Paulo;Active
4478;Morphin;Melodic Death/Doom Metal;Pindamonhangaba, São Paulo;Active
4479;Morphos;Death Metal;Vitória, Espírito Santo;Split-up
4480;Morphus;Death Metal;;Split-up
4481;Morpture;Thrash/Death Metal;Florianópolis, Santa Catarina;Split-up
4482;Morri;Thrash/Black Metal/Crust Punk;Rio de Janeiro;Active
4483;Morrigam;Folk/Melodic Death Metal;Macapá, Amapá;Active
4484;Morrigan;Black Metal;Mafra, Santa Catarina;Active
4485;Mors Liturgiae;Death/Doom Metal;Piracicaba, São Paulo / Manaus, Amazonas;Active
4486;Morsek;Thrash Metal/Metalcore;São Bernardo do Campo, São Paulo;Split-up
4487;Mortaes;Death/Black Metal;Brasília, Distrito Federal;Active
4488;Mortage;Speed/Thrash Metal;Campinas, São Paulo;Active
4489;Mortal Embodiment;Death Metal;Jundiaí, São Paulo;Active
4490;Mortal Eyes;Death Metal;Campos do Jordão, São Paulo;Split-up
4491;Mortal Hate;Death Metal;Mauá, São Paulo;Active
4492;Mortal Prey;Heavy Metal;Valinhos, São Paulo;Active
4493;Mortal Profecia;Death Metal;Porto Feliz, São Paulo;Active
4494;Mortal Scenery;Death Metal/Grindcore;Santa Luzia, Minas Gerais;Active
4495;Mortal Touch;Death Metal;Porto Alegre, Rio Grande do Sul;Active
4496;Mortal Ways;Death Metal;Rio Claro, São Paulo;Active
4497;Mortal Wish;Black Metal;Recife, Pernambuco;Active
4498;MortalDread;Thrash Metal;Goiânia, Goiás;On hold
4499;Mortalha;Doom/Black Metal;São Paulo, São Paulo;Split-up
4500;Macabro;Speed/Heavy Metal/Punk;São Paulo, São Paulo;Active
4501;Macacos da Manchúria;Death/Doom Metal;São José dos Campos, São Paulo;Active
4502;Maccadeshkem;"Brutal Death Metal (early); Black Metal (later)";Fortaleza, Ceará;Split-up
4503;Macchina;Groove/Stoner Metal/Rock;São Paulo, São Paulo;Changed name
4504;Machinage;Thrash Metal;Jundiaí, São Paulo;Active
4505;Machinaria;Heavy/Thrash Metal;Bagé, Rio Grande do Sul;Split-up
4506;Machine;Thrash Metal with Hardcore influences;Brasília, Distrito Federal;Split-up
4507;Machine of War;Thrash Metal/Crossover;Rio de Janeiro, Rio de Janeiro;Active
4508;Maculator;Death Metal;Fortaleza, Ceará;Active
4509;Mad Billy;Grindcore;Catanduva, Sâo Paulo;Active
4510;Mad Chicken;Stoner Metal/Rock;Arcos, Minas Gerais;Active
4511;Mad Dragzter;Thrash Metal;São Paulo, São Paulo;Active
4512;Mad Head Machine;Southern/Stoner Metal/Rock;Joinville, Santa Catarina;Active
4513;Mad Lazy;Thrash/Death Metal/Grindcore;Porto Alegre, Rio Grande do Sul;Active
4514;Mad Roulette;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
4515;Mad Thrasher;Thrash Metal;Juiz de Fora, Minas Gerais;Split-up
4516;Madalena Crucified;Death Metal;São Paulo, São Paulo;Split-up
4517;Madame Frankenstein;Stoner/Doom Metal;;Active
4518;MadDög;Black 'n' Roll;São Paulo, São Paulo;Active
4519;Made in Hell;Heavy Metal;São Caetano do Sul, São Paulo;Unknown
4520;Madhouser;Thrash Metal;São Paulo, São Paulo;Split-up
4521;Madian;Thrash Metal;Vitória, Espírito Santo;Split-up
4522;Madkill;Thrash Metal;São Paulo, São Paulo;Active
4523;Madness;Death Metal;Piracicaba, São Paulo;Active
4524;Madness;Heavy/Power Metal;São Paulo, São Paulo;Split-up
4525;Madness Factory;Thrash Metal;João Pessoa, Paraíba;Active
4526;Madrigal;Black Metal;"Teófilo Otoni, Minas Gerais (early); São Paulo (mid); São Paulo / Belo Horizonte (later)";Active
4527;Mãe Serpente;Doom/Stoner Metal;Santana do Paraíso / Coronel Fabriciano, Minas Gerais;Active
4528;Maelström;Progressive Gothic Metal;"Rio de Janeiro, Rio de Janeiro (early); Curitiba, Paraná (later)";Active
4529;Mães Morrendo;Doom Metal;São Paulo, São Paulo;Active
4530;Maestah;Heavy/Power Metal;Paraná;Active
4531;Maestra;Progressive/Heavy Metal;São Paulo, São Paulo;Active
4532;Maestrick;Progressive Power Metal;São José do Rio Preto, São Paulo;Active
4533;Mafia Gore;Death Metal/Goregrind;São Paulo, São Paulo;Active
4534;Mäfü;Goregrind/Grindcore;Passo Fundo, Rio Grande do Sul;Active
4535;Maggot Colony;Death/Thrash Metal;Poá, São Paulo;Split-up
4536;Magician;Power Metal;Porto Alegre, Rio Grande do Sul;Active
4537;Magister;Melodic Progressive Metal;São Paulo, São Paulo;Active
4538;Magma Domini;Heavy Metal;;Split-up
4539;Magna Umbra;Symphonic Metal;Blumenau, Santa Catarina;On hold
4540;Magnetron;Thrash/Death Metal;Rio Bonito, Rio de Janeiro;Active
4541;Magnificência;Melodic Death Metal;Goiânia, Goiás;Split-up
4542;Magnolia's Devil;Stoner Metal/Rock;Petrópolis, Rio de Janeiro;Active
4543;Magnus Lumen;Power Metal;São Paulo, São Paulo;Active
4544;Magzilla;Doom/Stoner/Sludge Metal;São Paulo, São Paulo;Split-up
4545;Mahanvhantara;Black Metal;Aracaju, Sergipe;Split-up
4546;Maison Flower;Stoner/Doom Metal/Rock;Curitiba, Paraná;Unknown
4547;Maithungh;Death Metal;Porto Ferreira, São Paulo;Split-up
4548;Majorem Gloriam;Melodic Heavy/Power Metal;Taboão da Serra, São Paulo;Active
4549;Makabrethy;Death/Black Metal;Barbacena, Minas Gerais;Split-up
4550;Malacandra;Death Metal;Rio de Janeiro, Rio de Janeiro;Active
4551;Malaise Shire;Black/Doom Metal;João Pessoa, Paraíba;Active
4552;Malakay;Black Metal;Ituiutaba, Minas Gerais;Split-up
4553;Maldição;Black Metal;João Pessoa, Paraíba;Active
4554;Malebouge;Black Metal;Juazeiro do Norte, Ceará;Split-up
4555;Maledettos;Death/Thrash Metal;São Paulo, São Paulo;Active
4556;Malediction;Death Metal;Porto Alegre, Rio Grande do Sul;Split-up
4557;Malediction 666;Death/Black Metal;Suzano, São Paulo;Active
4558;Malefactor;Epic/Melodic Death Metal;Salvador, Bahia;Active
4559;Maleficarum;Black Metal;Fortaleza, Ceará;On hold
4560;Malefício;Raw Black Metal;;Active
4561;Malefício Maligno;Black Metal;Espírito Santo;Unknown
4562;Malek;Gothic Metal/Rock;Juiz de Fora, Minas Gerais;Unknown
4563;Males Fecundos;Grindcore;Brasília, Distrito Federal;Active
4564;Maleventy;Death Metal;Altamira, Pará;Split-up
4565;Malevolence;Thrash Metal;São Paulo, São Paulo;Split-up
4566;Malevolência Pagã;Black Metal;Fortaleza, Ceará;Split-up
4567;Malevolent Age;Death Metal;Area of São Paulo;Active
4568;Malice Garden;Black/Death Metal;Criciúma, Santa Catarina;Active
4569;Malicious Intent;Death Metal/Grindcore;Brasília, Distrito Federal;Active
4570;Maligna;Death/Thrash/Groove Metal;Guanambi, Bahia;Active
4571;Maligna;Heavy Metal;Sorocaba, São Paulo;Split-up
4572;Maligna Arte Blasfêmica;Black Metal;Niterói, Rio de Janeiro;Active
4573;Malignant Excremental;Death Metal;Cuiabá, Mato Grosso;Active
4574;Malignitude;Black Metal;Teresina, Piauí;Active
4575;Malignus Goat;Raw Black Metal;Aracaju, Sergipe;Unknown
4576;Malignus Morttvss;"Black Metal (early); Black Metal/Noise/Goregrind (later)";Barretos, São Paulo;Active
4577;Maligun;Metalcore/Heavy Metal;São Paulo, São Paulo;Split-up
4578;Malkbeth;Black Metal;Goiânia, Goiás;Active
4579;Malkuth;Black Metal;"Jaboatão dos Guararapes, Pernambuco (early); Recife, Pernambuco (later)";Active
4580;Malleus;Black Metal;Rio de Janeiro, Rio de Janeiro;Active
4581;Malleus Maleficarum;Black/Death Metal;Belo Horizonte, Minas Gerais;Active
4582;Malsagrado;Doom/Post-Black Metal;São Paulo;Active
4583;Malsanus;Death Metal;São Paulo, São Paulo;Split-up
4584;Malthak;Death Metal;Porto Alegre, Rio Grande do Sul;Split-up
4585;Malthrom;Black Metal;Maringá, Paraná;Active
4586;Mammoth;Heavy Metal;São Paulo, São Paulo;Split-up
4587;Mamuthe;Thrash Metal;Coronel Fabriciano, Minas Gerais;Active
4588;Mandatory Suicide;Heavy Metal;Goiânia, Goiás;Split-up
4589;Mandíbula;Death Metal;Belém, Pará;Active
4590;Mandibulla;Stoner Metal;São Paulo, São Paulo;Split-up
4591;Mandrix;Heavy Metal;São Paulo, São Paulo;Split-up
4592;Manes Aeternus;Black Metal;Teresina, Piauí;Split-up
4593;Maniac Force;Thrash Metal;Mongaguá, São Paulo;Active
4594;Maniac Frost and Flames;Black Metal;Aracaju, Sergipe;Split-up
4595;Maniac Goat;Black Metal;Erechim, Rio Grande do Sul;Active
4596;Manicômio;Death Metal/Grindcore;Marília, São Paulo;Active
4597;Manifest;Death/Thrash Metal;Blumenau, Santa Catarina;Changed name
4598;Manifesto Metálico;Thrash Metal;Alfenas, Minas Gerais;Split-up
4599;Mankindend;"Dark Ambient (early); Raw Black Metal (later)";;Active
4600;Manshuria;Progressive Metalcore;São Paulo, São Paulo;Active
4601;Mantle;Atmospheric Black Metal;;Changed name
4602;Mantor;Thrash Metal;Itapira, São Paulo;Unknown
4603;Mantris;Heavy Metal;Campo Grande, Mato Grosso do Sul;Unknown
4604;Mantus;Black Metal;;Split-up
4605;Mantus;Black/Death Metal;Brasília, Distrito Federal;Split-up
4606;Maquinária;Heavy Metal;Município de Guarapuava, Paraná;Active
4607;Marafo de Exú;Hardcore Punk/Thrash Metal/Grindcore;Sorocaba, São Paulo;Active
4608;Marcelo Souza;Progressive Heavy Metal/Hard Rock;Taubaté, São Paulo;Active
4609;March of Hate;Thrash Metal;Monte Azul Paulista, São Paulo;Active
4610;Marco Fragola;Progressive Metal/Shred;Goiânia, Goiás;Active
4611;Marco Melo;Progressive Metal/Shred;Recife, Pernambuco;Active
4612;Mare Dibere;Doom/Black Metal;São Gonçalo, Rio de Janeiro;Active
4613;Marenauta;Stoner Metal/Rock;Mogi Das Cruzes, São Paulo;Active
4614;Margorium;Black Metal;Uberlândia, Minas Gerais;Split-up
4615;Mark7;Progressive Metal;;Active
4616;Markhezan;Heavy Metal;Belo Horizonte, Minas Gerais;Unknown
4617;Marmorium Crucis;Gothic/Doom Metal;;Split-up
4618;Marozia;Black Metal;São Paulo, São Paulo;Active
4619;Marte;Progressive Sludge Metal;Curitiba, Paraná;Split-up
4620;Martelo Intolerante;Noise/Black/Death Metal;Colatina, Espírito Santo;Active
4621;Martelo Perpetuo;Raw Black/Doom Metal;;Split-up
4622;Marthiria;Thrash Metal;São Luís, Maranhão;Split-up
4623;Marthyria;Heavy Metal;"São Paulo, São Paulo (early); Santiago, Chile (later)";Active
4624;Mártires;"Melodic Death Metal (early); Deathcore (later)";Rio Branco, Acre;Unknown
4625;Martíria;Heavy/Speed Metal;São Paulo, São Paulo;Split-up
4626;Martirio;Black/Thrash Metal;Belo Horizonte, Minas Gerais;Unknown
4627;Marttyrium;Progressive Thrash Metal/Metalcore with Death influences;Macapá, Amapá;Active
4628;Marturion;Brutal Death Metal;Minas Gerais;Unknown
4629;Martyr;Black Metal;Belo Horizonte, Minas Gerais;Split-up
4630;Martyrdom;Death/Doom Metal;Feira de Santana, Bahia;Active
4631;Martyrium;Gothic/Doom Metal;Juiz de Fora, Minas Gerais;Split-up
4632;Martyrizer;Grindcore;Belo Horizonte, Minas Gerais;Split-up
4633;Masakra;Brutal Death Metal;Londrina, Paraná;Split-up
4634;Máscara de Ferro;Heavy/Power Metal;São Paulo, São Paulo;Split-up
4635;Masennus;Death Metal/Grindcore;Belo Horizonte, Minas Gerais;Active
4636;Maseregoth;Black Metal;São Paulo, São Paulo;Split-up
4637;Mask of Semblant;Progressive/Melodic Death Metal;Florianópolis, Santa Catarina;Active
4638;Masker;Heavy Metal;Recife, Pernambuco;Unknown
4639;Masmorra;Heavy Metal;Monte Azul Paulista, São Paulo;Split-up
4640;Masmorra;Death Metal;Curitiba, Paraná;Split-up
4641;Masmorra Brutal;Thrash/Death Metal;Divinópolis, Minas Gerais;Active
4642;Masochrist;Black Metal;Florianópolis / São José, Santa Catarina;Split-up
4643;Mass Evisceration;Death Metal;São Paulo, São Paulo;Active
4644;Mass Execution;Death Metal;Vila Velha, Espírito Santo;Active
4645;Mass Illusion;Heavy Metal;São Paulo, São Paulo;Split-up
4646;Mass Mayhem;Metalcore/Power Metal;Parauapebas, Pará;Active
4647;Mass of Shit;Death Metal/Grindcore;Chapecó, Santa Catarina;Unknown
4648;Mass of Souls;Black/Doom Metal;Socorro, São Paulo;Active
4649;Massacration;Heavy Metal;"Petrópolis, Rio de Janeiro (early); São Paulo, São Paulo (later)";Active
4650;Massacre;Thrash Metal;Limeira, São Paulo;Changed name
4651;Massacre Bestial;Thrash Metal;Águas Lindas de Goiás, Goiás;Active
4652;Massacre em Alphaville;Sludge Metal/Crust;Zona Leste, São Paulo;Active
4653;Massacrofice;Blackened Death Metal/Grindcore;São Paulo;Split-up
4654;Massaker;Thrash Metal;Fortaleza, Ceará;Split-up
4655;Massive Fire;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
4656;Massive Lust;Death Metal;São Paulo, São Paulo;Split-up
4657;Masskill;Thrash Metal;Sorocaba, São Paulo;Active
4658;Mastaba;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
4659;Mastaba;Doom/Death Metal;Araraquara, São Paulo;Split-up
4660;Master Dream;Heavy Metal;Curitiba, Paraná;Split-up
4661;Master Goat;Death Metal;Campo Grande, Mato Grosso do Sul;Active
4662;Master of Guns;Raw Black Metal;Catanduva, São Paulo;Active
4663;Master Satan;Black Metal;Belém, Pará;Changed name
4664;Master Stroke;Heavy/Power Metal;Jacareí, São Paulo;Split-up
4665;Masterdomme;Heavy Metal;Recife, Pernambuco;Split-up
4666;Masterful;Power Metal;"São Paulo (early); São Paulo / France (later)";Active
4667;Masterhead;Thrash Metal;Maracanaú, Ceará;Active
4668;Mastermind Unlimited;Heavy Metal;Nova Iguaçu, Rio de Janeiro;Active
4669;Masterpiece;Heavy Metal;Blumenau, Santa Catarina;On hold
4670;Masterplan;Progressive/Power Metal;Rio de Janeiro, Rio de Janeiro;Split-up
4671;Mastervoid;Melodic Heavy Metal;Blumenau, Santa Catarina;Active
4672;Mastery;Death/Thrash Metal;Duque de Caxias, Rio de Janeiro;Split-up
4673;Mastery;Thrash/Heavy Metal;Jacareí, São Paulo;Active
4674;Mastiff;Thrash Metal;São Paulo, São Paulo;Unknown
4675;Masturbator;Death Metal;Franca, São Paulo;Active
4676;Mata Borrão;Grindcore/Death Metal;Belo Horizonte, Minas Gerais;Active
4677;Matacavalo;Thrash Metal/Crossover;Porto Alegre, Rio Grande do Sul;Active
4678;Matadör;Black/Thrash Metal;Curitiba, Paraná;Active
4679;Matadouro;Brutal Death Metal;Fortaleza, Ceará;Unknown
4680;Matakabra;Deathcore;Recife, Pernambuco;Active
4681;Matriarca;Thrash/Heavy Metal/Hardcore;Florianópolis, Santa Catarina;On hold
4682;Matricidium;Thrash Metal;Balneário Camboriú, Santa Catarina;Active
4683;Matrix;Black Metal;Paulínia, São Paulo;Unknown
4684;Maul Lihr;Black Metal/Dark Ambient;Votorantim, São Paulo;Active
4685;Maurício Filho;Heavy Metal/Shred;São Paulo, São Paulo;Active
4686;Mausoléu;Heavy/Power Metal;Irati, Paraná;Split-up
4687;Mausoleum;Black/Death/Thrash Metal;Santa Maria, Rio Grande do Sul;Split-up
4688;Mausoleum;Death/Black Metal;São Paulo, São Paulo;Split-up
4689;Mauzoleu;Death Metal;Itu, São Paulo;Active
4690;Maverick;Groove/Thrash Metal/Metalcore;São José do Rio Pardo, São Paulo;Active
4691;Mawashi Geri;Progressive Death Metal;Passo Fundo, Rio Grande do Sul;Active
4692;Maximum Pentecost;Death Metal;Goiânia, Goiás;Unknown
4693;Maxwell Murderers;Death Metal;Rio de Janeiro, Rio de Janeiro;Active
4694;Mayhem;Thrash/Death Metal;Belo Horizonte, Minas Gerais;Changed name
4695;Mayhem Decay Cudgel;Grindcore;Franca, São Paulo;Split-up
4696;Maze of Madness;Heavy/Thrash Metal;São Paulo;Active
4697;Meanosis;Melodic Death/Groove Metal;;Active
4698;Meant to Suffer;Grindcore;Araras, São Paulo;Split-up
4699;Meat;Thrash/Groove Metal;Poços de Caldas, Minas Gerais;Split-up
4700;Mechanix;Thrash Metal;Brasília, Distrito Federal;Active
4701;Mediadhor;Death/Thrash Metal;Teresina, Piauí;Active
4702;Mediador;Heavy Metal;;Unknown
4703;Medicine Death;Melodic Death Metal with Doom influences;João Pessoa, Paraíba;Active
4704;Medicine for Pain;Groove/Thrash Metal;São Paulo, São Paulo;Active
4705;Medieval;Heavy/Power Metal;Olímpia, São Paulo;Split-up
4706;Medieville;Death/Thrash Metal;Teresina, Piauí;Split-up
4707;Medjay;Heavy/Power Metal;Belo Horizonte, Minas Gerais;Active
4708;Medofobia;Thrash/Death Metal;Pedreira, São Paulo;Split-up
4709;Medoniah;Thrash Metal;Fortaleza, Ceará;Active
4710;Mefestofeles;Black Metal;São Carlos, São Paulo;Split-up
4711;Megadriver;Heavy/Power Metal;São Paulo, São Paulo;Active
4712;Megaforce;Thrash Metal;São Paulo, São Paulo;Active
4713;Megahertz;Thrash Metal;Teresina, Piauí;Active
4714;Megaira;Power/Thrash Metal;São Paulo, São Paulo;Active
4715;Megalodon;Death Metal/Grindcore;Catanduva, Sâo Paulo;Active
4716;Megalon;Thrash/Death Metal;Taquara, Rio Grande do Sul;Active
4717;Megatherio;Thrash Metal;São Paulo, São Paulo;Active
4718;Megathrash;Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
4719;Megaton;Thrash Metal;Jacarei, São Paulo;Split-up
4720;Megatraytor;Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
4721;Meggido;Death/Thrash Metal;São Bernardo do Campo, São Paulo;Split-up
4722;Meia Noite;Heavy/Black Metal;Rio de Janeiro;Active
4723;Melancholic Art;Black Metal;Caxias do Sul, Rio Grande do Sul;Split-up
4724;Melancholy of Evil;Black Metal;Itabaiana, Sergipe;Active
4725;Melanthropy;Depressive Black Metal;Curitiba, Paraná;Active
4726;Melencoliam;Black Metal;Uberlândia, Minas Gerais;Active
4727;Meliat;Heavy Metal;Curitiba, Paraná;Split-up
4728;Melissa;Doom Metal;São Paulo, São Paulo;Active
4729;Melliae;Gothic Metal;João Pessoa, Paraíba;Split-up
4730;Melody Monster;Crossover;São Paulo, São Paulo;Active
4731;Meltdown;Heavy Metal;Belo Horizonte, Minas Gerais;Changed name
4732;Melyra;Heavy Metal;Rio de Janeiro, Rio de Janeiro;Active
4733;Memorial;Gothic Metal;Vitória, Espírito Santo;Split-up
4734;Memorial Death;Thrash/Death Metal;"Vitória, Espírito Santo, Brazil (early); Portugal (later)";Active
4735;Memórias Póstumas;Doom Metal;Itabira, Minas Gerais;Split-up
4736;Menace;Heavy/Thrash Metal;Belo Horizonte, Minas Gerais;Split-up
4737;Menace;Thrash Metal;São Caetano do Sul, São Paulo;Split-up
4738;Menacer;Heavy Metal;Tatuí, São Paulo;Active
4739;Menahem;Progressive Metal;Uberlândia, Minas Gerais;Active
4740;Menon;Heavy Metal;São Luis, Maranhão;Active
4741;Menorah;Thrash/Death Metal;Cuiabá/Varzea Grande, Mato Grosso;Active
4742;Menstrual Garbage;Black/Doom Metal;Parnamirim, Rio Grande do Norte;Unknown
4743;Mental Asylum;Heavy Metal;Brasília, Distrito Federal;Active
4744;Mental Horror;Brutal Death Metal;Porto Alegre, Rio Grande do Sul;Unknown
4745;Mental Suffering;Death Metal;Salvador, Bahia;Unknown
4746;Mentalwar;Thrash Metal;Mongaguá, São Paulo;Split-up
4747;Mente Suicida;Thrash Metal;Portel, Pará;Active
4748;Menthor;Heavy Metal;Guarabira,  Paraíba;Active
4749;Mephisto;Thrash Metal;Juiz de Fora, Minas Gerais;Split-up
4750;Mephistopheles;Black Metal;Vila Velha, Espírito Santo;Split-up
4751;Mephistopheles;Black/Death/Doom Metal;Rio de Janeiro, Rio de Janeiro;Split-up
4752;Mephistus;Raw Black Metal;Rio De Janeiro;Active
4753;Mephistus;Black/Death Metal;Ubá, Minas Gerais;Changed name
4754;Mepth;Depressive Black Metal;Brasília, Distrito Federal;Active
4755;Merciless;Thrash Metal;Rio de Janeiro, Rio de Janeiro;Split-up
4756;Merciless Hate;Thrash Metal;Guarulhos, São Paulo;Active
4757;Merciless Massacre;Death Metal;São Paulo, São Paulo;Active
4758;Mercilless;Thrash Metal;Leopoldina, Minas Gerais;Changed name
4759;Mercuryio;Progressive Metal;São João del-Rei, Minas Gerais;Split-up
4760;Mercy;Progressive Black Metal;Curitiba, Paraná;Active
